hour,min,sec,ra,deg,arcmin,arcsec,dec,f100,f60,ratio,Temp,planck,Mass
3,59,49.71,59.957125,-73,37,25.3,-73.62369444,6.3396,0.4021,0.063426715,18.07229508,1.38291E-16,1.80958E+25
3,59,50.63,59.96095833,-73,38,48.6,-73.64683333,6.3652,0.4385,0.068890216,18.35785457,1.56534E-16,1.60514E+25
3,59,55.23,59.980125,-73,40,14.2,-73.67061111,6.3345,0.4244,0.066998185,18.26060899,1.50131E-16,1.66552E+25
3,59,57.66,59.99025,-73,41,44.7,-73.69575,6.2494,0.4129,0.066070343,18.21229817,1.47024E-16,1.67787E+25
3,59,12.91,59.80379167,-73,28,39.7,-73.47769444,5.3072,0.4464,0.08411215,19.08650259,2.11174E-16,9.92048E+24
3,59,16.45,59.81854167,-73,30,11.1,-73.50308333,5.5304,0.2408,0.043541154,16.87711245,7.86715E-17,2.7749E+25
3,59,17.58,59.82325,-73,31,40.8,-73.528,5.7513,0.2492,0.043329334,16.86265543,7.80983E-17,2.90692E+25
3,59,20.18,59.83408333,-73,32,57.8,-73.54938889,6.1116,0.3409,0.055779174,17.64549271,1.14056E-16,2.11518E+25
3,59,22.08,59.842,-73,34,47.1,-73.57975,6.4109,0.4073,0.063532421,18.07796217,1.38636E-16,1.82537E+25
3,59,26.69,59.86120833,-73,36,4.3,-73.60119444,6.5294,0.3908,0.05985236,17.87708654,1.2677E-16,2.03313E+25
3,59,26.62,59.86091667,-73,37,33.3,-73.62591667,6.5743,0.3953,0.060128074,17.89240002,1.27647E-16,2.03305E+25
3,59,29.06,59.87108333,-73,38,55.4,-73.64872222,6.566,0.4439,0.067605848,18.29202449,1.52178E-16,1.70317E+25
3,59,32.02,59.88341667,-73,40,30.6,-73.67516667,6.5786,0.4664,0.070896543,18.45918946,1.6342E-16,1.58905E+25
3,59,35.25,59.896875,-73,41,52.2,-73.69783333,6.5136,0.4453,0.068364652,18.33100939,1.54746E-16,1.66153E+25
3,58,46.11,59.692125,-73,27,46.4,-73.46288889,5.2284,0.448,0.085685869,19.15710544,2.17128E-16,9.5052E+24
3,58,51.35,59.71395833,-73,28,51.5,-73.48097222,5.4281,0.3409,0.062802822,18.03872672,1.36256E-16,1.57254E+25
3,58,54.93,59.728875,-73,30,14.4,-73.504,5.697,0.2561,0.044953484,16.97236031,8.25285E-17,2.7249E+25
3,58,56.73,59.736375,-73,31,52.1,-73.53113889,5.8604,0.2921,0.049843014,17.28793674,9.63474E-17,2.40102E+25
3,58,58.47,59.743625,-73,33,18,-73.555,6.1789,0.3771,0.06103028,17.94220394,1.3053E-16,1.86858E+25
3,59,4.64,59.76933333,-73,34,45.9,-73.57941667,6.4313,0.4392,0.068291014,18.32723786,1.54496E-16,1.64319E+25
3,59,4.08,59.767,-73,36,13.5,-73.60375,6.4573,0.4372,0.067706317,18.29720174,1.52517E-16,1.67125E+25
3,59,7.96,59.78316667,-73,37,43,-73.62861111,6.6187,0.4237,0.064015592,18.10379113,1.40221E-16,1.86324E+25
3,59,10.63,59.79429167,-73,39,11.6,-73.65322222,6.7168,0.4646,0.069169843,18.37208609,1.57488E-16,1.68354E+25
3,59,12.73,59.80304167,-73,40,35.7,-73.67658333,6.7436,0.4887,0.072468711,18.53736878,1.68885E-16,1.57619E+25
3,59,14.76,59.8115,-73,42,8.1,-73.70225,6.6593,0.4927,0.073986755,18.6118748,1.74218E-16,1.50884E+25
3,58,28.16,59.61733333,-73,27,28.7,-73.45797222,5.3623,0.4597,0.085728139,19.15899101,2.17289E-16,9.74142E+24
3,58,30.55,59.62729167,-73,29,2.5,-73.48402778,5.6466,0.2514,0.044522367,16.94349366,8.13446E-17,2.7401E+25
3,58,36.01,59.65004167,-73,30,34.3,-73.50952778,5.9073,0.2833,0.047957612,17.16871487,9.09346E-17,2.5643E+25
3,58,36.63,59.652625,-73,32,2.7,-73.53408333,5.9982,0.3276,0.054616385,17.57742936,1.10509E-16,2.14256E+25
3,58,40.78,59.66991667,-73,33,30.3,-73.55841667,6.2128,0.3672,0.059103786,17.83528528,1.244E-16,1.97141E+25
3,58,42.82,59.67841667,-73,34,54.3,-73.58175,6.3152,0.4239,0.067123765,18.26711577,1.50553E-16,1.65579E+25
3,58,44.35,59.68479167,-73,36,25.5,-73.60708333,6.4211,0.4563,0.071062591,18.46749653,1.63995E-16,1.54557E+25
3,58,47.63,59.69845833,-73,37,50.4,-73.63066667,6.694,0.4133,0.061741858,17.98116042,1.32819E-16,1.98946E+25
3,58,47.43,59.697625,-73,39,27.7,-73.65769444,6.8455,0.4552,0.066496238,18.23452557,1.48447E-16,1.82029E+25
3,58,49.31,59.70545833,-73,40,36.8,-73.67688889,6.8219,0.5148,0.075462848,18.68342953,1.79457E-16,1.50056E+25
3,58,53.89,59.72454167,-73,42,14.2,-73.70394444,6.8389,0.5109,0.074704996,18.64680008,1.76761E-16,1.52724E+25
3,58,8.03,59.53345833,-73,27,35.9,-73.45997222,5.3292,0.4687,0.087949411,19.25730347,2.25788E-16,9.31686E+24
3,58,11.8,59.54916667,-73,29,5.4,-73.48483333,5.6895,0.2285,0.040161701,16.64075344,6.96959E-17,3.22237E+25
3,58,11.59,59.54829167,-73,30,54.4,-73.51511111,5.9006,0.2741,0.046452903,17.07138767,8.66902E-17,2.6868E+25
3,58,15.77,59.56570833,-73,32,13.7,-73.53713889,5.9033,0.3074,0.05207257,17.42525492,1.02881E-16,2.26499E+25
3,58,16.68,59.5695,-73,33,40.2,-73.56116667,6.0234,0.3204,0.053192549,17.49282272,1.06217E-16,2.23849E+25
3,58,19.46,59.58108333,-73,35,3.7,-73.58436111,6.1911,0.3931,0.063494371,18.07592291,1.38512E-16,1.76437E+25
3,58,23.52,59.598,-73,36,39.8,-73.61105556,6.3329,0.4379,0.069146836,18.37091653,1.57409E-16,1.58811E+25
3,58,25.02,59.60425,-73,38,10.9,-73.63636111,6.5959,0.4286,0.06497976,18.15497235,1.434E-16,1.81566E+25
3,58,27.65,59.61520833,-73,39,19.5,-73.65541667,6.8345,0.4426,0.064759675,18.14333135,1.42672E-16,1.89094E+25
3,58,31.42,59.63091667,-73,40,57.5,-73.68263889,6.9834,0.513,0.073459919,18.58612463,1.72361E-16,1.59932E+25
3,58,32.81,59.63670833,-73,42,25.3,-73.70702778,7.1338,0.528,0.07401385,18.61319604,1.74314E-16,1.61546E+25
3,57,48.3,59.45125,-73,28,4.4,-73.46788889,5.2548,0.4864,0.09256299,19.45685377,2.43785E-16,8.50859E+24
3,57,50.02,59.45841667,-73,29,21.9,-73.48941667,5.584,0.2138,0.038287966,16.50406789,6.48778E-17,3.39749E+25
3,57,51.58,59.46491667,-73,30,56.3,-73.51563889,5.7364,0.2417,0.04213444,16.78023053,7.48914E-17,3.02354E+25
3,57,55.46,59.48108333,-73,32,29.2,-73.54144444,5.6986,0.2505,0.043958165,16.90544133,7.98039E-17,2.81872E+25
3,57,58.53,59.493875,-73,33,50.8,-73.56411111,5.736,0.2707,0.047193166,17.11951864,8.87698E-17,2.55066E+25
3,57,59.42,59.49758333,-73,35,17.3,-73.58813889,5.9277,0.3378,0.05698669,17.71523096,1.17778E-16,1.98669E+25
3,58,2.51,59.51045833,-73,36,39,-73.61083333,6.0959,0.398,0.065289785,18.17132903,1.44427E-16,1.66609E+25
3,58,4.88,59.52033333,-73,38,12.9,-73.63691667,6.3652,0.3789,0.059526802,17.85894758,1.25737E-16,1.99828E+25
3,58,6.68,59.52783333,-73,39,42.1,-73.66169444,6.7066,0.421,0.062773984,18.03717005,1.36162E-16,1.94426E+25
3,58,10.04,59.54183333,-73,41,10.3,-73.68619444,7.0109,0.4945,0.070533027,18.44096144,1.62165E-16,1.70657E+25
3,58,11,59.54583333,-73,42,48.5,-73.71347222,7.2306,0.5501,0.07607944,18.71306604,1.81661E-16,1.57116E+25
3,57,30.33,59.376375,-73,29,41.9,-73.49497222,5.3277,0.5319,0.099836703,19.75980507,2.73079E-16,7.70122E+24
3,57,30.41,59.37670833,-73,31,9,-73.51916667,5.4383,0.1864,0.034275417,16.19582095,5.49553E-17,3.90627E+25
3,57,34.25,59.39270833,-73,32,41.8,-73.54494444,5.4584,0.1954,0.035798036,16.3154584,5.86558E-17,3.67335E+25
3,57,37.94,59.40808333,-73,33,59.7,-73.56658333,5.4824,0.2152,0.039252882,16.57499048,6.73446E-17,3.21349E+25
3,57,39.37,59.41404167,-73,35,30.9,-73.59191667,5.723,0.2822,0.049309803,17.25451697,9.4806E-17,2.38285E+25
3,57,42.03,59.425125,-73,37,2.9,-73.61747222,5.8088,0.3427,0.058996695,17.82927805,1.24062E-16,1.84823E+25
3,57,43.88,59.43283333,-73,38,23.7,-73.63991667,6.1982,0.3843,0.062001872,17.99532517,1.33658E-16,1.83054E+25
3,57,42.79,59.42829167,-73,40,1.6,-73.66711111,6.6353,0.4025,0.060660407,17.92184223,1.29345E-16,2.02497E+25
3,57,45.87,59.441125,-73,41,23.2,-73.68977778,6.944,0.4871,0.070146889,18.42153562,1.60836E-16,1.70426E+25
3,57,53.91,59.474625,-73,43,0,-73.71666667,7.2003,0.5458,0.075802397,18.69976818,1.8067E-16,1.57316E+25
3,57,11.32,59.29716667,-73,31,25.1,-73.52363889,5.2465,0.5312,0.101248451,19.81708015,2.78892E-16,7.42577E+24
3,57,10.49,59.29370833,-73,32,49.3,-73.54702778,5.345,0.1452,0.027165575,15.5845855,3.87827E-17,5.44025E+25
3,57,15.81,59.315875,-73,34,9.5,-73.56930556,5.4178,0.1925,0.035531027,16.29472521,5.80011E-17,3.68719E+25
3,57,17.74,59.32391667,-73,35,33.6,-73.59266667,5.5458,0.2246,0.040499116,16.66492136,7.05757E-17,3.10183E+25
3,57,19.95,59.333125,-73,37,15.9,-73.62108333,5.7427,0.2917,0.050794922,17.34703483,9.91196E-17,2.287E+25
3,57,23.56,59.34816667,-73,38,42.3,-73.64508333,6.1679,0.3812,0.061803855,17.98454122,1.33019E-16,1.83035E+25
3,57,23.83,59.34929167,-73,40,4.2,-73.66783333,6.6719,0.3886,0.058244278,17.78687696,1.21697E-16,2.16411E+25
3,57,25.58,59.35658333,-73,41,33.4,-73.69261111,7.0121,0.4354,0.062092668,18.00026277,1.33952E-16,2.06637E+25
3,57,29.54,59.37308333,-73,42,57.9,-73.71608333,7.2161,0.5474,0.075858151,18.70244668,1.80869E-16,1.57488E+25
3,56,53.23,59.22179167,-73,33,2.4,-73.55066667,5.2619,0.5973,0.11351413,20.29617156,3.31086E-16,6.2735E+24
3,56,53.91,59.224625,-73,34,25.7,-73.57380556,5.4044,0.172,0.03182592,15.99572819,4.91733E-17,4.33837E+25
3,56,56.04,59.2335,-73,35,56.3,-73.59897222,5.4686,0.1992,0.036426142,16.36383154,6.02056E-17,3.58548E+25
3,56,59.7,59.24875,-73,37,14.3,-73.62063889,5.7163,0.2836,0.049612512,17.2735179,9.568E-17,2.35832E+25
3,57,1.28,59.25533333,-73,38,40.3,-73.64452778,6.1407,0.3836,0.062468448,18.0206501,1.35169E-16,1.79328E+25
3,57,3.64,59.26516667,-73,40,5.8,-73.66827778,6.5652,0.4196,0.063912752,18.09830379,1.39883E-16,1.85264E+25
3,57,4.13,59.26720833,-73,41,34.2,-73.69283333,6.99,0.4819,0.068941345,18.36045943,1.56708E-16,1.76074E+25
3,57,11.21,59.29670833,-73,43,8.3,-73.71897222,7.1771,0.5379,0.074946705,18.65850724,1.77619E-16,1.59502E+25
3,56,31.87,59.13279167,-73,34,38.4,-73.57733333,5.2777,0.5971,0.113136404,20.28187929,3.29435E-16,6.32389E+24
3,56,33.3,59.13875,-73,36,1.2,-73.60033333,5.4773,0.2084,0.038047943,16.48624428,6.4269E-17,3.36414E+25
3,56,39.36,59.164,-73,37,20.9,-73.62247222,5.734,0.2746,0.04788978,17.16437001,9.07418E-17,2.49436E+25
3,56,42.25,59.17604167,-73,38,51.1,-73.64752778,6.0025,0.3585,0.059725115,17.87000425,1.26366E-16,1.87504E+25
3,56,43.73,59.18220833,-73,40,25.5,-73.67375,6.366,0.4102,0.064436067,18.12616988,1.41604E-16,1.7746E+25
3,56,44.07,59.183625,-73,41,50.6,-73.69738889,6.6829,0.4732,0.070807584,18.45473402,1.63113E-16,1.61728E+25
3,56,47.19,59.196625,-73,43,15.6,-73.721,6.9605,0.5274,0.075770419,18.69823134,1.80555E-16,1.52173E+25
3,56,12.09,59.050375,-73,36,4.9,-73.60136111,5.4674,0.5651,0.103358086,19.90180171,2.87655E-16,7.50269E+24
3,56,15.62,59.06508333,-73,37,43,-73.62861111,5.6474,0.2183,0.038654956,16.53117874,6.58124E-17,3.38727E+25
3,56,20.24,59.08433333,-73,39,7,-73.65194444,5.8521,0.2903,0.049606124,17.27311774,9.56616E-17,2.41481E+25
3,56,20.34,59.08475,-73,40,37.3,-73.67702778,6.1431,0.3753,0.061092934,17.94564536,1.30731E-16,1.85489E+25
3,56,24.41,59.10170833,-73,41,56.7,-73.69908333,6.479,0.387,0.05973144,17.87035654,1.26386E-16,2.02356E+25
3,55,52.1,58.96708333,-73,36,9.3,-73.60258333,5.4603,0.5042,0.092339249,19.44731494,2.42902E-16,8.87349E+24
3,55,55.48,58.98116667,-73,37,44.2,-73.62894444,5.5954,0.2629,0.046985023,17.10603488,8.81834E-17,2.50468E+25
3,55,57.86,58.99108333,-73,39,13,-73.65361111,5.76,0.3128,0.054305556,17.55907988,1.09567E-16,2.07516E+25
3,56,1.03,59.00429167,-73,40,41.3,-73.67813889,5.908,0.2872,0.048612051,17.21043291,9.28016E-17,2.51301E+25
3,56,4,59.01666667,-73,42,14.8,-73.70411111,6.0746,0.2881,0.047426991,17.13462059,8.94301E-17,2.68128E+25
3,56,4.4,59.01833333,-73,43,43.2,-73.72866667,6.2695,0.3166,0.050498445,17.32870485,9.82533E-17,2.5188E+25
3,55,31.79,58.88245833,-73,36,27.2,-73.60755556,5.393,0.4097,0.075968849,18.70776127,1.81265E-16,1.17442E+25
3,55,34.37,58.89320833,-73,38,2.6,-73.63405556,5.5828,0.2541,0.045514795,17.00967759,8.40784E-17,2.62105E+25
3,55,37.05,58.904375,-73,39,29.6,-73.65822222,5.6198,0.3238,0.057617709,17.7513039,1.19739E-16,1.85265E+25
3,55,38.19,58.909125,-73,40,57.5,-73.68263889,5.7328,0.286,0.049888362,17.29076838,9.64788E-17,2.34554E+25
3,55,42.66,58.92775,-73,42,18.3,-73.70508333,5.7856,0.2869,0.049588634,17.2720218,9.5611E-17,2.38863E+25
3,55,43.59,58.931625,-73,43,51.4,-73.73094444,5.9242,0.2653,0.044782418,16.96092759,8.20581E-17,2.84982E+25
3,55,13.58,58.80658333,-73,36,48.7,-73.61352778,5.2339,0.3274,0.062553736,18.02526659,1.35446E-16,1.52534E+25
3,55,12.8,58.80333333,-73,38,19.5,-73.63875,5.43,0.1601,0.029484346,15.79460716,4.385E-17,4.88808E+25
3,55,15.9,58.81625,-73,39,47.9,-73.66330556,5.4615,0.2541,0.04652568,17.07614131,8.68939E-17,2.48103E+25
3,55,18.54,58.82725,-73,41,3.1,-73.68419444,5.5245,0.2635,0.047696624,17.15197594,9.01935E-17,2.41783E+25
3,55,21.44,58.83933333,-73,42,36.6,-73.71016667,5.558,0.275,0.04947823,17.26509826,9.5292E-17,2.30235E+25
3,55,22.9,58.84541667,-73,44,2.7,-73.73408333,5.6222,0.2075,0.036907261,16.40051393,6.14018E-17,3.61438E+25
3,54,55.6,58.73166667,-73,39,45.4,-73.66261111,5.2607,0.2269,0.043131142,16.84908698,7.75633E-17,2.67729E+25
3,54,54.56,58.72733333,-73,41,9.7,-73.68602778,5.3458,0.219,0.04096674,16.69819938,7.18011E-17,2.93894E+25
3,54,56.65,58.73604167,-73,42,43.7,-73.71213889,5.3989,0.2381,0.044101576,16.91514345,8.01946E-17,2.65747E+25
3,55,0.29,58.75120833,-73,44,5,-73.73472222,5.4241,0.1938,0.03572943,16.3101409,5.84874E-17,3.66078E+25
4,0,19.8,60.0825,-73,42,59.6,-73.71655556,6.173,0.1691,0.027393488,15.60575167,3.92715E-17,6.20479E+25
3,59,56.08,59.98366667,-73,43,14.8,-73.72077778,6.4975,0.4239,0.065240477,18.16873082,1.44263E-16,1.77787E+25
3,59,37.64,59.90683333,-73,43,22.7,-73.72297222,6.6361,0.4846,0.073024819,18.56477277,1.70832E-16,1.53339E+25
3,59,15.9,59.81625,-73,43,37.9,-73.72719444,6.7428,0.4927,0.073070534,18.56701985,1.70993E-16,1.55658E+25
3,58,54.67,59.72779167,-73,43,45.9,-73.72941667,6.9393,0.4916,0.07084288,18.45650223,1.63235E-16,1.67808E+25
3,58,33.76,59.64066667,-73,43,51.8,-73.73105556,7.0881,0.4691,0.066181346,18.21809996,1.47394E-16,1.89827E+25
3,58,11.01,59.545875,-73,44,12.3,-73.73675,7.3716,0.4952,0.067176732,18.26985794,1.50731E-16,1.93049E+25
3,57,53.33,59.47220833,-73,44,19.2,-73.73866667,7.4409,0.5062,0.068029405,18.31381864,1.5361E-16,1.91212E+25
3,57,32.52,59.3855,-73,44,28,-73.74111111,7.4425,0.5665,0.076116896,18.71486164,1.81795E-16,1.61602E+25
3,57,11.35,59.29729167,-73,44,26.9,-73.74080556,7.2924,0.6088,0.083484175,19.05810743,2.08814E-16,1.37854E+25
3,56,49.67,59.20695833,-73,44,44.4,-73.74566667,7.1141,0.6095,0.085674927,19.15661724,2.17087E-16,1.29359E+25
3,56,26.42,59.11008333,-73,45,2.8,-73.75077778,6.8676,0.5807,0.084556468,19.1065163,2.1285E-16,1.27362E+25
3,56,7.59,59.031625,-73,45,11.5,-73.75319444,6.4636,0.5562,0.086051117,19.17338009,2.18518E-16,1.16761E+25
3,55,44.65,58.93604167,-73,45,27.7,-73.75769444,5.9844,0.4725,0.078955284,18.84939472,1.92056E-16,1.22999E+25
3,55,22.24,58.84266667,-73,45,36.8,-73.76022222,5.5765,0.3513,0.062996503,18.04916985,1.36886E-16,1.60809E+25
3,54,59.6,58.74833333,-73,45,39.1,-73.76086111,5.3379,0.2316,0.043387849,16.86665373,7.82565E-17,2.69252E+25
4,0,25,60.10416667,-73,44,38.2,-73.74394444,6.4636,0.1772,0.027415063,15.60774918,3.93179E-17,6.48923E+25
4,0,0.39,60.001625,-73,44,42.3,-73.74508333,6.7782,0.4304,0.063497684,18.07610049,1.38523E-16,1.93153E+25
3,59,39.07,59.91279167,-73,44,59,-73.74972222,6.8353,0.5134,0.07511009,18.66640771,1.78201E-16,1.51411E+25
3,59,20.28,59.8345,-73,45,8.7,-73.75241667,6.8235,0.5341,0.078273613,18.81735714,1.89575E-16,1.42081E+25
3,58,56.69,59.73620833,-73,45,18.4,-73.75511111,6.9491,0.5649,0.081291102,18.9579194,2.00641E-16,1.36715E+25
3,58,36.72,59.653,-73,45,18.6,-73.75516667,7.0956,0.508,0.071593664,18.49398536,1.65836E-16,1.68896E+25
3,58,14.8,59.56166667,-73,45,30.2,-73.75838889,7.3275,0.5429,0.074090754,18.61694466,1.74586E-16,1.65674E+25
3,57,53.15,59.47145833,-73,45,28,-73.75777778,7.3822,0.5741,0.077768145,18.79349116,1.87742E-16,1.55215E+25
3,57,38.47,59.41029167,-73,45,41.1,-73.76141667,7.3216,0.6052,0.082659528,19.02062297,2.05728E-16,1.40482E+25
3,57,12.84,59.3035,-73,45,49.6,-73.76377778,7.2157,0.6142,0.085119947,19.1318066,2.14981E-16,1.32491E+25
3,56,51.37,59.21404167,-73,46,13.7,-73.77047222,7.1322,0.5816,0.081545666,18.96963198,2.01584E-16,1.39661E+25
3,56,28.62,59.11925,-73,46,25.1,-73.77363889,6.8956,0.5519,0.080036545,18.89986986,1.96015E-16,1.38865E+25
3,56,7.31,59.03045833,-73,46,32,-73.77555556,6.5069,0.5175,0.079530959,18.87632009,1.9416E-16,1.32288E+25
3,55,47.13,58.946375,-73,46,48.1,-73.78002778,6.0037,0.421,0.070123424,18.420353,1.60755E-16,1.47422E+25
3,55,25.26,58.85525,-73,47,1.8,-73.78383333,5.5253,0.3542,0.064105116,18.1085635,1.40515E-16,1.55218E+25
3,55,5.07,58.771125,-73,47,29.4,-73.7915,5.3399,0.2523,0.047248076,17.12306939,8.89247E-17,2.37039E+25
4,0,25.2,60.105,-73,46,2,-73.76722222,6.6073,0.1875,0.028377703,15.695816,4.14058E-17,6.299E+25
4,0,3.6,60.015,-73,46,12.3,-73.77008333,6.7959,0.3618,0.053237982,17.49554447,1.06353E-16,2.52235E+25
3,59,44.47,59.93529167,-73,46,24.1,-73.77336111,6.7873,0.5017,0.073917463,18.60849445,1.73974E-16,1.54E+25
3,59,19.16,59.82983333,-73,46,31.7,-73.77547222,6.7656,0.5337,0.078884356,18.84606907,1.91798E-16,1.39242E+25
3,58,58.78,59.74491667,-73,46,42.4,-73.77844444,6.8263,0.5555,0.081376441,18.96184833,2.00957E-16,1.34088E+25
3,58,38.38,59.65991667,-73,46,53,-73.78138889,6.9727,0.5451,0.078176316,18.81277051,1.89222E-16,1.45458E+25
3,58,17.53,59.57304167,-73,47,2.1,-73.78391667,7.2074,0.5523,0.076629575,18.73938481,1.83634E-16,1.54929E+25
3,57,59.59,59.49829167,-73,47,14.2,-73.78727778,7.2704,0.5694,0.078317562,18.81942776,1.89735E-16,1.51259E+25
3,57,34.29,59.392875,-73,47,32.7,-73.79241667,7.1621,0.5917,0.082615434,19.01861233,2.05563E-16,1.37532E+25
3,57,13.42,59.30591667,-73,47,41.5,-73.79486111,6.9979,0.6081,0.086897498,19.21093425,2.2175E-16,1.2457E+25
3,56,51.63,59.215125,-73,47,47.3,-73.79647222,6.9196,0.5127,0.074093878,18.6170969,1.74597E-16,1.56442E+25
3,56,32.19,59.134125,-73,47,51.5,-73.79763889,6.7778,0.4981,0.073489923,18.58759415,1.72467E-16,1.55129E+25
3,56,9.86,59.04108333,-73,48,4.1,-73.80113889,6.4652,0.4752,0.073501206,18.5881467,1.72507E-16,1.4794E+25
3,55,47.84,58.94933333,-73,48,14.7,-73.80408333,6.1006,0.4405,0.072206013,18.52437857,1.67968E-16,1.43369E+25
3,55,27.06,58.86275,-73,48,26,-73.80722222,5.632,0.3596,0.063849432,18.09492241,1.39675E-16,1.59167E+25
3,55,7.15,58.77979167,-73,48,28.3,-73.80786111,5.3174,0.2739,0.051510137,17.39097422,1.0122E-16,2.07369E+25
4,0,26.83,60.11179167,-73,47,21.4,-73.78927778,6.6656,0.1702,0.025534085,15.42944694,3.53436E-17,7.44453E+25
4,0,5.92,60.02466667,-73,47,39.6,-73.79433333,6.7503,0.4246,0.062900908,18.04401794,1.36575E-16,1.95101E+25
3,59,46.89,59.945375,-73,47,54.6,-73.7985,6.7349,0.4522,0.067142794,18.26810105,1.50617E-16,1.76508E+25
3,59,24.14,59.85058333,-73,48,7.2,-73.802,6.6369,0.4671,0.070379243,18.43323275,1.61635E-16,1.62083E+25
3,59,2.04,59.7585,-73,48,15.7,-73.80436111,6.6321,0.5053,0.076190045,18.71836676,1.82057E-16,1.43798E+25
3,58,41.54,59.67308333,-73,48,34.8,-73.80966667,6.8188,0.5136,0.075321171,18.67659896,1.78952E-16,1.50411E+25
3,58,16.78,59.56991667,-73,48,26.4,-73.80733333,7.1011,0.5145,0.072453564,18.53662053,1.68832E-16,1.66027E+25
